"Company.Name","Subindustry","Address","Phone","Postcode","Latitude","Longitude","Community.Board","Community.Council","Census.Tract","BIN","BBL","NTA","Rating","Review","Price","Yelp.Category","Hotel.Rating(~100)","Hotel.Price(~100)","Hotel.Review(~100)","Hotel.Count(~100)","Hotel.Rating(~200)","Hotel.Price(~200)","Hotel.Review(~200)","Hotel.Count(~200)","Hotel.Rating(200~400)","Hotel.Price(200~400)","Hotel.Review(200~400)","Hotel.Count(200~400)","Hotel.Rating(400~600)","Hotel.Price(400~600)","Hotel.Review(400~600)","Hotel.Count(400~600)","Hotel.Rating(600~800)","Hotel.Price(600~800)","Hotel.Review(600~800)","Hotel.Count(600~800)","Hotel.Rating(800~)","Hotel.Price(800~)","Hotel.Review(800~)","Hotel.Count(800~)"
"Starbucks","Coffee","1500 Broadway","2122217515",10036,40.756856,-73.985973,5,4,119,1022610,1009960001,"Midtown-Midtown South                                                      ",2.5,78,2,"coffee",NA,NA,NA,0,3.42857142857143,2.42857142857143,233.428571428571,7,8,5.71428571428571,468.571428571429,18,4,2.71428571428571,158.571428571429,9,3.07142857142857,2.71428571428571,262.571428571429,7,0,0,0,0
"KFC, Tim Horton, Pizza Hut","Coffee","761 Seventh Ave","2127678347",10019,40.761184,-73.983186,5,4,131,1022710,1010037501,"Midtown-Midtown South                                                      ",3,63,1,"donuts",4,3,97,1,2.94444444444444,2.55555555555556,251.555555555556,9,5.96666666666667,4.55555555555556,354.888888888889,17,4.58888888888889,2.77777777777778,239.333333333333,13,0.888888888888889,0.666666666666667,27.7777777777778,2,0,0,0,0
"Tad's Steakhouse","Steakhouse","761 Seventh Ave","2123821164",10019,40.761184,-73.983186,5,4,131,1022710,1010037501,"Midtown-Midtown South                                                      ",3,106,2,"steak",4,3,97,1,2.94444444444444,2.55555555555556,251.555555555556,9,5.96666666666667,4.55555555555556,354.888888888889,17,4.58888888888889,2.77777777777778,239.333333333333,13,0.888888888888889,0.666666666666667,27.7777777777778,2,0,0,0,0
"Haagen-Dazs","Dessert","761-779 Seventh Ave",NA,10019,40.761184,-73.983186,5,4,131,1022710,1010037501,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,4,3,97,1,2.94444444444444,2.55555555555556,251.555555555556,9,5.96666666666667,4.55555555555556,354.888888888889,17,4.58888888888889,2.77777777777778,239.333333333333,13,0.888888888888889,0.666666666666667,27.7777777777778,2,0,0,0,0
"Pizza Hut","Pizza","761-779 Seventh Ave","2127678347",10019,40.761184,-73.983186,5,4,131,1022710,1010037501,"Midtown-Midtown South                                                      ",1.5,16,2,"pizza",4,3,97,1,2.94444444444444,2.55555555555556,251.555555555556,9,5.96666666666667,4.55555555555556,354.888888888889,17,4.58888888888889,2.77777777777778,239.333333333333,13,0.888888888888889,0.666666666666667,27.7777777777778,2,0,0,0,0
"T.G.I. Friday's","American","761 Seventh Ave","2127678349",10019,40.761184,-73.983186,5,4,131,1022710,1010037501,"Midtown-Midtown South                                                      ",1.5,188,2,"tradamerican",4,3,97,1,2.94444444444444,2.55555555555556,251.555555555556,9,5.96666666666667,4.55555555555556,354.888888888889,17,4.58888888888889,2.77777777777778,239.333333333333,13,0.888888888888889,0.666666666666667,27.7777777777778,2,0,0,0,0
"Sbarro","Pizza","701 Seventh Ave","2122219725",10036,40.759293,-73.984543,5,4,125,1083718,1010000001,"Midtown-Midtown South                                                      ",2.5,62,1,"italian",3.66666666666667,3,271,3,3.15714285714286,2.5,222.357142857143,14,4.05714285714286,2.71428571428571,226.428571428571,18,2.03571428571429,1.57142857142857,112.785714285714,9,0,0,0,0,0,0,0,0
"Tad's Steak House","Steakhouse","701 Seventh Ave","2127678348",10036,40.759293,-73.984543,5,4,125,1083718,1010000001,"Midtown-Midtown South                                                      ",4,254,2,"lounges",3.66666666666667,3,271,3,3.15714285714286,2.5,222.357142857143,14,4.05714285714286,2.71428571428571,226.428571428571,18,2.03571428571429,1.57142857142857,112.785714285714,9,0,0,0,0,0,0,0,0
"Papa John's/Subway","Pizza","765 Eighth Ave","2122451900",10036,40.76029,-73.987572,4,3,127,1025055,1010370035,"Clinton                                                                    ",2,11,1,"pizza",2.25,2,23,2,3.02857142857143,2,150,7,5.97142857142857,4.42857142857143,503.142857142857,14,9.5,7.14285714285714,470,20,0,0,0,0,0,0,0,0
"Europa Cafe","Deli","787 Seventh Ave","2125812517",10019,40.761955,-73.982622,5,4,131,1023157,1010040020,"Midtown-Midtown South                                                      ",3,59,1,"sandwiches",2.83333333333333,2.66666666666667,400.666666666667,3,2.85714285714286,2.71428571428571,256.571428571429,7,5.57142857142857,4.14285714285714,322.571428571429,12,5.6,3.71428571428571,261.714285714286,12,3.82857142857143,2.57142857142857,281.142857142857,9,0.642857142857143,0.428571428571429,1.14285714285714,1
"LyBane Wine Bar","Italian","709 Eighth Ave","2125822012",10036,40.758885,-73.988604,4,3,121,1024992,1010350036,"Clinton                                                                    ",3.5,273,2,"mediterranean",1.4,0.5,266,2,2.5,1.625,181.625,8,5.1875,3.875,379.25,12,6.3125,4.25,212.375,15,2.1875,2.125,209.5,6,0,0,0,0
"Charley O's","American","713 Eighth Ave","2129770025",10036,40.759011,-73.988514,4,3,121,1024992,1010350036,"Clinton                                                                    ",3,1,1,"comedyclubs",1.4,0.5,266,2,2.5,1.625,181.625,8,5.1875,3.875,379.25,12,7.5,5.25,303.125,18,1,1.125,118.75,3,0,0,0,0
"Chicken Bar","American","717 Eighth Ave","2122455111",10036,40.759264,-73.98833,4,3,121,1025011,1010360029,"Clinton                                                                    ",3,48,1,"hotdogs",2.8,1,532,1,2.57142857142857,1.71428571428571,191.285714285714,7,5.57142857142857,4.14285714285714,448.571428571429,12,9.57142857142857,6.85714285714286,381.285714285714,20,0.785714285714286,0.857142857142857,102,2,0,0,0,0
"Starbucks","Coffee","770 Eighth Ave","2128309001",10036,40.760496,-73.987395,5,3,125,1086225,1010190001,"Midtown-Midtown South                                                      ",3,55,2,"coffee",2.83333333333333,2,100.333333333333,3,3.0875,2,142,8,4.7875,3.625,429.5,13,8.3125,6.25,411.25,20,0,0,0,0,0,0,0,0
"Pigalle","French","790 Eighth Ave","2124892233",10019,40.761127,-73.98694,5,3,125,1024771,1010207501,"Midtown-Midtown South                                                      ",3,423,2,"french",4,2,255,1,2.92857142857143,2,142,7,6,4.57142857142857,549,14,8.92857142857143,6.57142857142857,431,19,0.642857142857143,0.428571428571429,1.14285714285714,1,0,0,0,0
"A Slice of New York Pizza","Pizza","727 Eighth Ave","2124538970",10036,40.759576,-73.988099,4,3,121,1081652,1010360036,"Clinton                                                                    ",2,113,2,"pizza",2.25,2,23,2,2.6875,1.625,186.75,8,4.75,3.75,388.125,12,8.0625,5.75,318.625,19,0.6875,0.75,89.25,2,0,0,0,0
"Tonic Sports Bar & Restaurant","American","727 Seventh Ave","2123821059",10019,40.760059,-73.984005,5,4,125,1022690,1010010004,"Midtown-Midtown South                                                      ",3.5,455,2,"newamerican",3.5,3,208,2,3.15,2.5,195.2,10,6.87,5.3,424.7,22,2.93,1.7,166.3,9,0,0,0,0,0,0,0,0
"Daniela's Trattoria","Italian","728 Eighth Ave","2128693585",10036,40.759327,-73.988258,5,3,119,1024719,1010170002,"Midtown-Midtown South                                                      ",3.5,329,2,"italian",2.8,1,532,1,2.41666666666667,1.5,151,6,7.08333333333333,5.33333333333333,595.5,13,11.1666666666667,8,444.833333333333,20,0.916666666666667,1,119,2,0,0,0,0
"Spice Fusion","Indian","777 Eighth Ave","2127578100",10036,40.76068,-73.987287,4,3,127,1025101,1010380031,"Clinton                                                                    ",4,36,2,"indpak",2.83333333333333,2,100.333333333333,3,3.07777777777778,2,146.888888888889,9,4.31111111111111,3.33333333333333,379,13,7,5.22222222222222,347.666666666667,19,0,0,0,0,0,0,0,0
"Latitude","American","783 Eighth Ave","2122453034",10036,40.760814,-73.987189,4,3,127,1025103,1010380034,"Clinton                                                                    ",3.5,617,2,"tradamerican",2.83333333333333,2,100.333333333333,3,3.07777777777778,2,146.888888888889,9,3.97777777777778,3,373.111111111111,12,7.33333333333333,5.55555555555556,353.555555555556,20,0,0,0,0,0,0,0,0
"Brazil Grill","Brazilian","787 Eighth Ave","2123079449",10036,40.760902,-73.987124,4,3,127,1025105,1010380036,"Clinton                                                                    ",2.5,250,2,"steak",2.83333333333333,2,100.333333333333,3,3.1875,2,131.25,8,4.75,3.75,498,13,8.25,6.125,353.5,20,0,0,0,0,0,0,0,0
"Hawaiian Tropic Zone","American","729 Seventh Ave","2126267312",10019,40.760103,-73.983973,5,4,125,1022699,1010017501,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,3.5,3,208,2,3.15,2.5,195.2,10,6.47,5,422.5,21,2.88,1.7,167.7,9,0.45,0.3,0.8,1,0,0,0,0
"Houlihan's Restaurant & Bar","American","729 Seventh Ave","2126267316",10019,40.760103,-73.983973,5,4,125,1022699,1010017501,"Midtown-Midtown South                                                      ",2.5,53,3,"newamerican",3.5,3,208,2,3.15,2.5,195.2,10,6.47,5,422.5,21,2.88,1.7,167.7,9,0.45,0.3,0.8,1,0,0,0,0
"Ruby Tuesday","American","7 Times Sq","2123823898",10036,40.755915,-73.986681,5,3,113,1086069,1009940001,"Midtown-Midtown South                                                      ",3,356,2,"tradamerican",NA,NA,NA,0,3.625,2.25,107.25,4,13.375,9.5,986.75,17,9.375,6.75,382,12,3.125,2.25,211.75,4,2.875,3,277.75,4
"Playwright Celtic Pub","Bar / Lounge","732 Eighth Ave","2123548404",10036,40.759401,-73.988204,5,3,119,1024721,1010170004,"Midtown-Midtown South                                                      ",3,290,2,"newamerican",2.8,1,532,1,2.5,1.57142857142857,177,7,6,4.57142857142857,480,13,9.21428571428571,6.57142857142857,364.142857142857,19,0.785714285714286,0.857142857142857,102,2,0,0,0,0
"Smith's Bar & Restaurant","American","701 Eighth Ave","2122463268",10036,40.758632,-73.988785,4,3,121,1024991,1010350029,"Clinton                                                                    ",3,372,2,"divebars",1.4,0.5,266,2,2.66,1.4,227,5,7.74,6,561.4,12,12,8.2,448.8,18,3.5,3.4,335.2,6,0,0,0,0
"Pax Foods","Deli","740 Seventh Ave","2123999100",10019,40.760369,-73.983807,5,4,125,1024778,1010200036,"Midtown-Midtown South                                                      ",3,175,2,"salad",3.5,3,208,2,3.22727272727273,2.54545454545455,186.272727272727,11,5.24545454545455,4,343.727272727273,19,2.89090909090909,1.81818181818182,184,10,0.409090909090909,0.272727272727273,0.727272727272727,1,0,0,0,0
"Godiva Chocolatier, Inc.","Consumables","745 Seventh Ave","2129212193",10019,40.760605,-73.983612,5,4,125,1084667,1010020001,"Midtown-Midtown South                                                      ",3,19,2,"chocolate",3,3,273,1,3.15,2.5,213.1,10,6.17,4.7,369.9,20,2.83,1.7,178.2,9,0.8,0.6,25,2,0,0,0,0
"Hale & Hearty","Deli","745 Seventh Ave","2122219666",10019,40.760605,-73.983612,5,4,125,1084667,1010020001,"Midtown-Midtown South                                                      ",3,59,1,"soup",3,3,273,1,3.15,2.5,213.1,10,6.17,4.7,369.9,20,2.83,1.7,178.2,9,0.8,0.6,25,2,0,0,0,0
"Majestic Delication Caf̩","Deli","750 Seventh Ave","2125818249",10019,40.760753,-73.983525,5,4,125,1024795,1010210026,"Midtown-Midtown South                                                      ",2.5,153,2,"delis",3,3,273,1,3.0625,2.375,182.625,8,7.775,6.25,536.625,20,4.35,2.5,232.25,11,1,0.75,31.25,2,0,0,0,0
"Ruby Foo's","Pan Asian","750 Seventh Ave","2124895600",10019,40.760753,-73.983525,5,4,125,1024795,1010210026,"Midtown-Midtown South                                                      ",3,535,2,"asianfusion",3,3,273,1,3.0625,2.375,182.625,8,7.775,6.25,536.625,20,4.35,2.5,232.25,11,1,0.75,31.25,2,0,0,0,0
"Starbucks","Coffee","750 Seventh Ave","2129740032",10019,40.760753,-73.983525,5,4,125,1024795,1010210026,"Midtown-Midtown South                                                      ",2,36,2,"coffee",3,3,273,1,3.0625,2.375,182.625,8,7.775,6.25,536.625,20,4.35,2.5,232.25,11,1,0.75,31.25,2,0,0,0,0
"Kodama Sushi","Japanese","301 W 45th St","2125828065",10036,40.759351,-73.988814,4,3,121,1025011,1010360029,"Clinton                                                                    ",3.5,393,2,"sushi",1.4,0.5,266,2,2.46,1.4,126.8,5,8.94,6.8,769,14,12.1,8.4,467.2,18,2.4,2.4,209.4,4,0,0,0,0
"Mean Fiddler, The","Bar / Lounge","266 W 47th St","2123542950",10036,40.76001,-73.986557,5,3,125,1024748,1010180061,"Midtown-Midtown South                                                      ",4,331,2,"irish_pubs",2.44,2,147.8,5,3.05833333333333,2.33333333333333,196,12,3.73333333333333,2.58333333333333,263,15,4,3,196.166666666667,14,0,0,0,0,0,0,0,0
"Midtown Gourmet Deli","Deli","840 Eighth Ave","2125866433",10019,40.762694,-73.985799,5,3,131,1024813,1010220061,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,4,2,162,1,3.41666666666667,2.16666666666667,161.666666666667,6,6.45,5.33333333333333,512,13,4.8,3.66666666666667,334,10,6.16666666666667,4.16666666666667,301.333333333333,11,0.75,0.5,1.33333333333333,1
"Nan King Chinese Cuisine","Chinese","1632 Broadway","2125863100",10019,40.761516,-73.983976,5,4,131,1024810,1010220026,"Midtown-Midtown South                                                      ",2.5,269,2,"chinese",2.5,2,120,1,2.94444444444444,2.44444444444444,190.555555555556,9,4.74444444444444,3.88888888888889,378.555555555556,14,5.31111111111111,3.33333333333333,269.444444444444,15,1.38888888888889,0.888888888888889,35,3,0,0,0,0
"Patzeria Pizza","Pizza","231 W 46th St","2125757646",10036,40.759101,-73.986276,5,3,125,1024738,1010180013,"Midtown-Midtown South                                                      ",4,1330,1,"pizza",2.9,2.33333333333333,342.666666666667,3,2.96666666666667,2.44444444444444,255.777777777778,9,8.53333333333333,5.66666666666667,412.666666666667,24,2.88888888888889,2.44444444444444,205.111111111111,8,0,0,0,0,0,0,0,0
"Piano Due","American","151 W 51st St","2123999400",10019,40.761324,-73.981846,5,4,131,1023157,1010040020,"Midtown-Midtown South                                                      ",4,18,3,"italian",3,2.66666666666667,214,3,2.875,2.75,319.75,4,10.875,8.75,630,14,12.175,8.5,653.25,15,5.325,3,360.5,7,1.125,0.75,2,1
"Sombrero","Mexican","303 W 48th St","2125864853",10036,40.76124,-73.987478,4,3,127,1025141,1010390029,"Clinton                                                                    ",2.5,252,2,"mexican",4,2,255,1,3.25,2,88.5,6,6.41666666666667,4.83333333333333,600.333333333333,13,9.16666666666667,7.33333333333333,570.166666666667,18,2.75,1.66666666666667,51.3333333333333,4,0,0,0,0
"Thalia Kitchen","Italian","828 Eighth Ave","2123994444",10019,40.762192,-73.986164,5,3,125,1085498,1010210001,"Midtown-Midtown South                                                      ",3.5,758,2,"newamerican",NA,NA,NA,0,3.25,2,149.5,6,7.2,6,565.333333333333,14,6.21666666666667,4.66666666666667,433.333333333333,13,4.91666666666667,3.16666666666667,162.166666666667,8,0,0,0,0
"Tom and Toon","Thai","245 W 51st St",NA,10019,40.762439,-73.984492,5,3,131,1024816,1010230006,"Midtown-Midtown South                                                      ",4,42,2,"thai",3,2.5,140.5,2,3,2.28571428571429,202.714285714286,7,5.67142857142857,4.71428571428571,413,13,5.32857142857143,3.42857142857143,292,12,3.85714285714286,2.71428571428571,214.285714285714,8,0.642857142857143,0.428571428571429,1.14285714285714,1
"Grand Sichuan","Chinese","368 W 46th St",NA,10036,40.760548,-73.989734,4,3,121,1025028,1010360060,"Clinton                                                                    ",NA,NA,NA,NA,5,2,56,1,3.16666666666667,2,34,3,8.83333333333333,5.66666666666667,766.333333333333,10,12.8333333333333,10.3333333333333,860.666666666667,11,18.3333333333333,13.6666666666667,959.666666666667,17,0,0,0,0
"Chopp't","Deli","1460 Broadway",NA,10036,40.754998,-73.986284,5,4,113,1022573,1009947504,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,NA,NA,NA,0,4.5,2.5,36.5,2,18,13,1246.5,11,18.25,14,1183,13,15.25,10,594.5,9,8.75,8,870.5,6
"Glass House Tavern","American","252 W 47th St
Storefront","2127304800",10036,40.759906,-73.986312,5,3,125,1024745,1010180055,"Midtown-Midtown South                                                      ",3.5,267,3,"newamerican",2.56666666666667,2,231,3,3.09230769230769,2.38461538461538,238.615384615385,13,4.48461538461538,3.07692307692308,245.846153846154,19,2.38461538461538,1.84615384615385,120.307692307692,9,0,0,0,0,0,0,0,0
"Off Broadway Deli/ Pizza","Deli","726 Eighth Ave",NA,10036,40.759291,-73.988287,5,3,119,1024732,1010170101,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,2.8,1,532,1,2.41666666666667,1.5,151,6,7.08333333333333,5.33333333333333,595.5,13,11.1666666666667,8,444.833333333333,20,0.916666666666667,1,119,2,0,0,0,0
"Z Deli-Pizzeria","Pizza","803 Eighth Ave","2123151659",10019,40.761371,-73.986785,4,3,127,1025144,1010390032,"Clinton                                                                    ",3.5,64,1,"pizza",4,2,255,1,2.875,2,139.25,8,5.4375,4.125,477.5,14,6.75,5.125,356.875,17,1.125,0.625,9.125,2,0,0,0,0
"Zheng's Lucky Sunday Garden","Chinese","856 Eighth Ave","2124593607",10019,40.763207,-73.985423,5,3,131,1081644,1010230002,"Midtown-Midtown South                                                      ",1.5,8,2,"chinese",4,2,162,1,3.125,2.5,169.75,4,8,6.25,617.25,11,8.125,6.25,640.5,11,10.875,7.5,519.75,13,2.25,1.25,18.25,2
"Charley O's","American","1611 Broadway","2122461960",10019,40.760696,-73.984568,5,3,125,1076195,1010200046,"Midtown-Midtown South                                                      ",1,5,2,"tradamerican",3,2.25,158.25,4,3.16666666666667,2.44444444444444,211,9,6.68888888888889,5.22222222222222,415.333333333333,19,4.03333333333333,2.55555555555556,246.333333333333,12,0.5,0.333333333333333,0.888888888888889,1,0,0,0,0
"Amadeus Pizza","Pizza","856 Eighth Ave","2124896187",10019,40.763207,-73.985423,5,3,131,1081644,1010230002,"Midtown-Midtown South                                                      ",3,186,1,"pizza",4,2,162,1,3.125,2.5,169.75,4,8,6.25,617.25,11,8.125,6.25,640.5,11,10.875,7.5,519.75,13,2.25,1.25,18.25,2
"Andy's Deli & Natural Foods","Deli","270 W 47th St",NA,10036,40.76004,-73.98663,5,3,125,1024748,1010180061,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,2.5,2,116.75,4,3.05833333333333,2.33333333333333,196,12,3.56666666666667,2.41666666666667,224,14,4.16666666666667,3.16666666666667,235.166666666667,15,0,0,0,0,0,0,0,0
"Angus McIndoe Restaurant","American","258 West 44th Street","2122219222",10036,40.758108,-73.987861,5,3,119,1024710,1010150059,"Midtown-Midtown South                                                      ",3,108,2,"newamerican",2.76666666666667,1.66666666666667,359.666666666667,3,2.33333333333333,1.66666666666667,265.5,6,13.9166666666667,9.66666666666667,675.333333333333,24,2.41666666666667,1.66666666666667,90.1666666666667,5,2.91666666666667,2.83333333333333,279.333333333333,6,0,0,0,0
"Brazil Brazil","Brazilian","328 W 46th St","2129574300",10036,40.760205,-73.988922,4,3,121,1076202,1010360045,"Clinton                                                                    ",3.5,327,2,"brazilian",5,2,56,1,2.71666666666667,1.5,148.166666666667,6,7.2,5.66666666666667,618.333333333333,14,10.75,7.66666666666667,424.833333333333,19,0.916666666666667,1,119,2,0,0,0,0
"Sofia's","Italian","221 W 46th St","2127195799",10036,40.759025,-73.986092,5,3,125,1076192,1010180018,"Midtown-Midtown South                                                      ",2,66,2,"italian",3.05,2.5,444.5,4,2.96666666666667,2.44444444444444,255.777777777778,9,8.53333333333333,5.66666666666667,412.666666666667,24,2.88888888888889,2.44444444444444,205.111111111111,8,0,0,0,0,0,0,0,0
"VACANT (frmerly Starbucks)","Coffee","1600 Broadway
Storefront",NA,10019,40.76035,-73.984713,5,4,125,1087187,1010207502,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,3.125,2.5,172.5,4,3.07,2.4,217.1,10,7.03,5.1,424.7,22,2.85,2,144.4,9,0,0,0,0,0,0,0,0
"Cafe Nicole @ Novotel","French","226 W 52nd St","9517298661",10019,40.762897,-73.983683,5,3,131,1024817,1010230018,"Midtown-Midtown South                                                      ",3.5,161,3,"hotels",3,3,198.5,2,2.83333333333333,2.5,297.333333333333,6,5,3.66666666666667,256.333333333333,9,6.36666666666667,4.83333333333333,365.333333333333,12,6.05,3.83333333333333,349.666666666667,12,1.33333333333333,1,41.6666666666667,2
"Cafe Edison","American","228 W 47th St","2128405000",10036,40.759727,-73.985886,5,3,125,1076192,1010180018,"Midtown-Midtown South                                                      ",3,150,1,"diners",2.8,2.25,279,4,3.09230769230769,2.38461538461538,238.615384615385,13,5.29230769230769,3.61538461538462,268.846153846154,22,1.57692307692308,1.30769230769231,97.3076923076923,6,0,0,0,0,0,0,0,0
"Ciro Trattoria","Italian","813 Eighth Ave","2123075484",10019,40.761569,-73.98664,4,3,127,1025144,1010390032,"Clinton                                                                    ",3,18,2,"italian",4,2,255,1,3,2,117.875,8,5.3125,4.125,498.875,14,5.8125,4.5,327.5,15,2.0625,1.25,38.5,4,0,0,0,0
"Olympic Restaurant","American","807 Eighth Ave","2129563230",10019,40.761451,-73.986727,4,3,127,1025144,1010390032,"Clinton                                                                    ",3,57,1,"diners",4,2,255,1,2.85714285714286,2,111.571428571429,7,6.64285714285714,5,593.285714285714,15,7.21428571428571,5.57142857142857,377.428571428571,16,1.78571428571429,1,40.8571428571429,3,0,0,0,0
"Emmett O'Lunney's","Bar / Lounge","210 W 50th St","2129575100",10019,40.76156,-73.984395,5,3,125,1024802,1010210045,"Midtown-Midtown South                                                      ",4,224,2,"irish",3,2,130.666666666667,3,3.05,2.4,187.7,10,3.87,3.3,324.5,13,4.78,3,242.5,15,1.25,0.8,31.5,3,0,0,0,0
"Maxie's Delicatessen","Deli","723 Seventh Ave","2123981118",10019,40.759974,-73.984067,5,4,125,1022688,1010010001,"Midtown-Midtown South                                                      ",2,65,2,"breakfast_brunch",3.5,3,208,2,3.04545454545455,2.45454545454545,178.272727272727,11,6.38181818181818,4.81818181818182,404.636363636364,22,2.34545454545455,1.36363636363636,131.818181818182,8,0,0,0,0,0,0,0,0
"Cyber Cafe","Deli","250 W 49th St",NA,10019,40.761193,-73.985478,5,3,125,1024785,1010200059,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,2.875,2,120,4,3.07142857142857,2.14285714285714,191.571428571429,7,7.92857142857143,6.42857142857143,624.142857142857,18,6.85714285714286,4.57142857142857,306.285714285714,15,0.642857142857143,0.428571428571429,1.14285714285714,1,0,0,0,0
"Palm Restaurant","Steakhouse","250 W 50th St","2123337256",10019,40.76183,-73.985034,5,3,125,1085498,1010210001,"Midtown-Midtown South                                                      ",3.5,339,4,"steak",3,2,130.666666666667,3,3.16666666666667,2.33333333333333,174.111111111111,9,4.85555555555556,4,400.222222222222,14,4.14444444444444,2.77777777777778,238.111111111111,13,2.22222222222222,1.44444444444444,61.1111111111111,5,0,0,0,0
"Jade Terrace","Chinese","268 W 47th St","2123983800",10036,40.760024,-73.986594,5,3,125,1024748,1010180061,"Midtown-Midtown South                                                      ",1.5,2,1,"chinese",2.5,2,116.75,4,3.05833333333333,2.33333333333333,196,12,3.56666666666667,2.41666666666667,224,14,4.16666666666667,3.16666666666667,235.166666666667,15,0,0,0,0,0,0,0,0
"vacant (Red Mango)","Dessert","723 Eighth Ave","2123150101",10036,40.75945,-73.988193,4,3,121,1025011,1010360029,"Clinton                                                                    ",4,42,2,"icecream",2.8,1,532,1,2.5,1.57142857142857,177,7,6,4.57142857142857,480,13,9.21428571428571,6.57142857142857,364.142857142857,19,0.785714285714286,0.857142857142857,102,2,0,0,0,0
"Russian Vodka Room","Russian","265 W 52nd St","2123075835",10019,40.763183,-73.984315,5,3,131,1024825,1010240001,"Midtown-Midtown South                                                      ",4,487,2,"lounges",3.5,3,161,1,2.83333333333333,2.5,297.333333333333,6,3.83333333333333,2.83333333333333,177,7,5.7,4.5,388.666666666667,11,7.88333333333333,5,405.666666666667,15,1.33333333333333,1,41.6666666666667,2
"Katen Sushi Bar","Japanese","1535 Broadway
8th Floor","2123981900",10036,40.758267,-73.985468,5,3,119,1024727,1010170029,"Midtown-Midtown South                                                      ",3,12,3,"sushi",3.5,3,750,1,3.32307692307692,2.61538461538462,246.153846153846,13,4.98461538461538,3.23076923076923,217.230769230769,21,1.65384615384615,1.46153846153846,141.384615384615,7,0,0,0,0,0,0,0,0
"Rum House","Bar / Lounge","228 W 47th St","2128693005",10036,40.759727,-73.985886,5,3,125,1076192,1010180018,"Midtown-Midtown South                                                      ",4,451,2,"lounges",2.8,2.25,279,4,3.09230769230769,2.38461538461538,238.615384615385,13,5.29230769230769,3.61538461538462,268.846153846154,22,1.57692307692308,1.30769230769231,97.3076923076923,6,0,0,0,0,0,0,0,0
"Hudson's Sports Bar & Grill","American","811 Seventh Ave","2128416551",10019,40.762674,-73.982095,5,4,131,1023159,1010050001,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,2.33333333333333,2.66666666666667,447,3,2.91666666666667,2.83333333333333,279.333333333333,6,3.75,2.66666666666667,176.333333333333,7,6.7,5.16666666666667,454,13,6.88333333333333,4.16666666666667,359,13,1.33333333333333,1,41.6666666666667,2
"Russo's Steak and Pasta","American","790 Seventh Ave","2126218523",10019,40.762005,-73.982612,5,4,131,1024818,1010230029,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,2.83333333333333,2.66666666666667,400.666666666667,3,2.85714285714286,2.71428571428571,256.571428571429,7,5.57142857142857,4.14285714285714,322.571428571429,12,5.6,3.71428571428571,261.714285714286,12,3.82857142857143,2.57142857142857,281.142857142857,9,0.642857142857143,0.428571428571429,1.14285714285714,1
"Starlite Deli","Deli","212 W 44th St","2128401859",10036,40.757531,-73.986493,5,3,119,1024706,1010150029,"Midtown-Midtown South                                                      ",3.5,39,1,"delis",NA,NA,NA,0,2.8,2.25,392.25,4,20.95,14.75,952,26,4.75,3.25,303,6,3.875,3.5,318.25,5,0,0,0,0
"Villa Pizza","Pizza","662 Eighth Ave","2123022941",10036,40.757381,-73.989669,5,3,119,1087142,1010140001,"Midtown-Midtown South                                                      ",2,47,2,"pizza",NA,NA,NA,0,2.36,1.6,264.2,5,3.94,2.8,226.4,6,14.8,10.4,690.2,22,3.2,2.4,201.6,5,1.6,1.8,190,3
"Harmony View","Bar / Lounge","210 W 50th St","2129575100",10019,40.76156,-73.984395,5,3,125,1024802,1010210045,"Midtown-Midtown South                                                      ",4,224,2,"irish",3,2,130.666666666667,3,3.05,2.4,187.7,10,3.87,3.3,324.5,13,4.78,3,242.5,15,1.25,0.8,31.5,3,0,0,0,0
"Pearls","Chinese","732 Seventh Ave","2125827380",10019,40.760177,-73.983944,5,4,125,1024779,1010200038,"Midtown-Midtown South                                                      ",3,36,1,"chinese",3.5,3,208,2,3.15,2.5,195.2,10,6.47,5,422.5,21,2.88,1.7,167.7,9,0.45,0.3,0.8,1,0,0,0,0
"Frankie & Johnnie's Steakhouse","Steakhouse","269 W 45th St","2129979494",10036,40.758863,-73.987641,5,3,119,1024718,1010170001,"Midtown-Midtown South                                                      ",3.5,202,3,"steak",2.8,1,532,1,2.38888888888889,1.77777777777778,275.555555555556,9,7.94444444444444,5.44444444444444,346.222222222222,20,3.44444444444444,2.66666666666667,172.444444444444,10,0.611111111111111,0.666666666666667,79.3333333333333,2,0,0,0,0
"Times Square Hot Bagels","Deli","200 W 44th St","2129977300",10036,40.757405,-73.98619,5,3,119,1024706,1010150029,"Midtown-Midtown South                                                      ",3.5,88,1,"bagels",NA,NA,NA,0,3.11666666666667,2.33333333333333,330.166666666667,6,11.8833333333333,8.66666666666667,556.666666666667,23,4,2.5,211.333333333333,7,2.58333333333333,2.33333333333333,212.166666666667,5,0,0,0,0
